time_point,gene,column,row,value
39h,PA14_16130,3,3,3716510
39h,PA14_16130,4,3,3732442
39h,PA14_16130,8,1,4421779
39h,PA14_16130,7,3,3599479
39h,PA14_16130,3,3,3429694
39h,PA14_16130,4,3,3432635
39h,PA14_16130,8,1,4076082
39h,PA14_16130,7,3,3393271
39h,PA14_16130,3,3,3428106
39h,PA14_16130,4,3,3381576
39h,PA14_16130,8,1,4235366
39h,PA14_16130,7,3,3461318
44h,PA14_16130,3,3,3945665
44h,PA14_16130,4,3,3765799
44h,PA14_16130,8,1,4906203
44h,PA14_16130,7,3,3723679
44h,PA14_16130,3,3,4083804
44h,PA14_16130,4,3,4097508
44h,PA14_16130,8,1,4588775
44h,PA14_16130,7,3,3999232
44h,PA14_16130,3,3,3850216
44h,PA14_16130,4,3,3795665
44h,PA14_16130,8,1,4468440
44h,PA14_16130,7,3,3788535
44h,PA14_16130,3,3,3794104
44h,PA14_16130,4,3,3846733
44h,PA14_16130,8,1,4740176
44h,PA14_16130,7,3,3792162
69h,PA14_16130,3,3,6153998
69h,PA14_16130,4,3,5878601
69h,PA14_16130,8,1,8461264
69h,PA14_16130,7,3,5598992
69h,PA14_16130,3,3,7034680
69h,PA14_16130,4,3,6987352
69h,PA14_16130,8,1,9248007
69h,PA14_16130,7,3,6550222
69h,PA14_16130,3,3,6093449
69h,PA14_16130,4,3,5900144
69h,PA14_16130,8,1,8556650
69h,PA14_16130,7,3,5778665
69h,PA14_16130,3,3,6103737
69h,PA14_16130,4,3,5832674
69h,PA14_16130,8,1,8668737
69h,PA14_16130,7,3,5747023
89h,PA14_16130,3,3,7482337
89h,PA14_16130,4,3,7215138
89h,PA14_16130,8,1,10133607
89h,PA14_16130,7,3,6697981
89h,PA14_16130,3,3,8480440
89h,PA14_16130,4,3,8563966
89h,PA14_16130,8,1,10897675
89h,PA14_16130,7,3,7912432
89h,PA14_16130,3,3,7490242
89h,PA14_16130,4,3,7155957
89h,PA14_16130,8,1,10124029
89h,PA14_16130,7,3,6646563
89h,PA14_16130,3,3,7162610
89h,PA14_16130,4,3,6822545
89h,PA14_16130,8,1,10205273
89h,PA14_16130,7,3,6541646
13h,PA14_73200,3,5,912025
13h,PA14_73200,4,5,613381
13h,PA14_73200,14,5,934017
13h,PA14_73200,3,5,580401
13h,PA14_73200,4,5,565612
13h,PA14_73200,14,5,868967
13h,PA14_73200,3,5,835123
13h,PA14_73200,4,5,578471
13h,PA14_73200,14,5,636458
13h,PA14_73200,3,5,562963
13h,PA14_73200,4,5,1135814
13h,PA14_73200,14,5,1061297
19h,PA14_73200,3,5,1971980
19h,PA14_73200,4,5,1892486
19h,PA14_73200,14,5,1806581
19h,PA14_73200,3,5,1964596
19h,PA14_73200,4,5,1941113
19h,PA14_73200,14,5,1919075
19h,PA14_73200,3,5,1961607
19h,PA14_73200,4,5,1944695
19h,PA14_73200,14,5,1951802
19h,PA14_73200,3,5,1996564
19h,PA14_73200,4,5,1954415
19h,PA14_73200,14,5,1876458
39h,PA14_73200,3,5,3442157
39h,PA14_73200,4,5,3331425
39h,PA14_73200,14,5,3338756
39h,PA14_73200,3,5,3582301
39h,PA14_73200,4,5,3483487
39h,PA14_73200,14,5,3403251
39h,PA14_73200,3,5,3454253
39h,PA14_73200,4,5,3383075
39h,PA14_73200,14,5,3466467
39h,PA14_73200,3,5,3486363
39h,PA14_73200,4,5,3435179
39h,PA14_73200,14,5,3388865
44h,PA14_73200,3,5,3924023
44h,PA14_73200,4,5,3779644
44h,PA14_73200,14,5,3808817
44h,PA14_73200,3,5,4056399
44h,PA14_73200,4,5,3930782
44h,PA14_73200,14,5,3908908
44h,PA14_73200,3,5,3913200
44h,PA14_73200,4,5,3839697
44h,PA14_73200,14,5,3795578
44h,PA14_73200,3,5,3906688
44h,PA14_73200,4,5,3843082
44h,PA14_73200,14,5,3590156
69h,PA14_73200,3,5,5885401
69h,PA14_73200,4,5,5443444
69h,PA14_73200,14,5,6068432
69h,PA14_73200,3,5,6449763
69h,PA14_73200,4,5,6318893
69h,PA14_73200,14,5,6974519
69h,PA14_73200,3,5,5684662
69h,PA14_73200,4,5,5367122
69h,PA14_73200,14,5,6257331
69h,PA14_73200,3,5,5659510
69h,PA14_73200,4,5,5531556
69h,PA14_73200,14,5,6184904
89h,PA14_73200,3,5,7051243
89h,PA14_73200,4,5,6633519
89h,PA14_73200,14,5,7266036
89h,PA14_73200,3,5,7790587
89h,PA14_73200,4,5,7444872
89h,PA14_73200,14,5,8597452
89h,PA14_73200,3,5,6756917
89h,PA14_73200,4,5,6667091
89h,PA14_73200,14,5,7302819
89h,PA14_73200,3,5,6640021
89h,PA14_73200,4,5,6361635
89h,PA14_73200,14,5,7176929
13h,PA14_36170,3,7,1650241
13h,PA14_36170,4,7,1620057
13h,PA14_36170,3,23,1713379
13h,PA14_36170,5,17,1564611
13h,PA14_36170,3,7,1453488
13h,PA14_36170,4,7,1365233
13h,PA14_36170,3,23,1725813
13h,PA14_36170,5,17,1388883
13h,PA14_36170,3,7,1523284
13h,PA14_36170,4,7,1508637
13h,PA14_36170,3,23,1927312
13h,PA14_36170,5,17,1536195
13h,PA14_36170,3,7,1521055
13h,PA14_36170,4,7,1535320
13h,PA14_36170,3,23,1680504
13h,PA14_36170,5,17,1465934
19h,PA14_36170,3,7,2096223
19h,PA14_36170,4,7,2172844
19h,PA14_36170,3,23,2136881
19h,PA14_36170,5,17,1992919
19h,PA14_36170,3,7,2007303
19h,PA14_36170,4,7,1946365
19h,PA14_36170,3,23,2348673
19h,PA14_36170,5,17,1908035
19h,PA14_36170,3,7,2008639
19h,PA14_36170,4,7,2069147
19h,PA14_36170,3,23,2328310
19h,PA14_36170,5,17,2033614
19h,PA14_36170,3,7,2027903
19h,PA14_36170,4,7,2050095
19h,PA14_36170,3,23,2136833
19h,PA14_36170,5,17,2031439
39h,PA14_36170,3,7,4270904
39h,PA14_36170,4,7,4227146
39h,PA14_36170,3,23,3659579
39h,PA14_36170,5,17,4165196
39h,PA14_36170,3,7,4557767
39h,PA14_36170,4,7,4669455
39h,PA14_36170,3,23,3805820
39h,PA14_36170,5,17,4490109
39h,PA14_36170,3,7,4094041
39h,PA14_36170,4,7,4129385
39h,PA14_36170,3,23,3886281
39h,PA14_36170,5,17,4172450
39h,PA14_36170,3,7,4033886
39h,PA14_36170,4,7,4063277
39h,PA14_36170,3,23,3533340
39h,PA14_36170,5,17,4129366
44h,PA14_36170,3,7,4833630
44h,PA14_36170,4,7,4915942
44h,PA14_36170,3,23,4139500
44h,PA14_36170,5,17,4763722
44h,PA14_36170,3,7,5469396
44h,PA14_36170,4,7,5336292
44h,PA14_36170,3,23,4287153
44h,PA14_36170,5,17,5259870
44h,PA14_36170,3,7,4718884
44h,PA14_36170,4,7,4712425
44h,PA14_36170,3,23,4248615
44h,PA14_36170,5,17,4739490
44h,PA14_36170,3,7,4648368
44h,PA14_36170,4,7,4632132
44h,PA14_36170,3,23,3925411
44h,PA14_36170,5,17,4759887
69h,PA14_36170,3,7,6555915
69h,PA14_36170,4,7,6573481
69h,PA14_36170,3,23,7107354
69h,PA14_36170,5,17,6356793
69h,PA14_36170,3,7,7788845
69h,PA14_36170,4,7,7703216
69h,PA14_36170,3,23,7350580
69h,PA14_36170,5,17,7677526
69h,PA14_36170,3,7,6242776
69h,PA14_36170,4,7,6260809
69h,PA14_36170,3,23,7093560
69h,PA14_36170,5,17,6399936
69h,PA14_36170,3,7,6130897
69h,PA14_36170,4,7,6107887
69h,PA14_36170,3,23,6768285
69h,PA14_36170,5,17,6342245
89h,PA14_36170,3,7,7469088
89h,PA14_36170,4,7,7539407
89h,PA14_36170,3,23,8561268
89h,PA14_36170,5,17,7276146
89h,PA14_36170,3,7,8945179
89h,PA14_36170,4,7,8877016
89h,PA14_36170,3,23,8854333
89h,PA14_36170,5,17,8982225
89h,PA14_36170,3,7,7093881
89h,PA14_36170,4,7,7105575
89h,PA14_36170,3,23,8312051
89h,PA14_36170,5,17,7215798
89h,PA14_36170,3,7,6762056
89h,PA14_36170,4,7,6827797
89h,PA14_36170,3,23,7553569
89h,PA14_36170,5,17,7205786
13h,PA14_10800,3,9,760340
13h,PA14_10800,4,9,631127
13h,PA14_10800,3,9,628604
13h,PA14_10800,4,9,547745
13h,PA14_10800,3,9,553634
13h,PA14_10800,4,9,551115
13h,PA14_10800,3,9,1612440
13h,PA14_10800,4,9,1592012
19h,PA14_10800,3,9,2022980
19h,PA14_10800,4,9,1941776
19h,PA14_10800,3,9,2119602
19h,PA14_10800,4,9,1946491
19h,PA14_10800,3,9,2006148
19h,PA14_10800,4,9,1990314
19h,PA14_10800,3,9,2038832
19h,PA14_10800,4,9,1978996
39h,PA14_10800,3,9,3529139
39h,PA14_10800,4,9,3387205
39h,PA14_10800,3,9,3595004
39h,PA14_10800,4,9,3476362
39h,PA14_10800,3,9,3551627
39h,PA14_10800,4,9,3529353
39h,PA14_10800,3,9,3592520
39h,PA14_10800,4,9,3498893
44h,PA14_10800,3,9,4008264
44h,PA14_10800,4,9,3855420
44h,PA14_10800,3,9,4099553
44h,PA14_10800,4,9,3929413
44h,PA14_10800,3,9,4028258
44h,PA14_10800,4,9,3982971
44h,PA14_10800,3,9,4060274
44h,PA14_10800,4,9,4002145
69h,PA14_10800,3,9,5851737
69h,PA14_10800,4,9,5463860
69h,PA14_10800,3,9,6369683
69h,PA14_10800,4,9,6106415
69h,PA14_10800,3,9,5703416
69h,PA14_10800,4,9,5527791
69h,PA14_10800,3,9,5775073
69h,PA14_10800,4,9,5576533
89h,PA14_10800,3,9,7124468
89h,PA14_10800,4,9,6444308
89h,PA14_10800,3,9,7734736
89h,PA14_10800,4,9,7362264
89h,PA14_10800,3,9,6808430
89h,PA14_10800,4,9,6533909
89h,PA14_10800,3,9,6899955
89h,PA14_10800,4,9,6444124
13h,PA14_05050,3,11,786966
13h,PA14_05050,4,11,816526
13h,PA14_05050,3,11,534716
13h,PA14_05050,4,11,521984
13h,PA14_05050,3,11,633787
13h,PA14_05050,4,11,390744
13h,PA14_05050,3,11,615559
13h,PA14_05050,4,11,1607586
19h,PA14_05050,3,11,2035166
19h,PA14_05050,4,11,1938962
19h,PA14_05050,3,11,2040062
19h,PA14_05050,4,11,2019459
19h,PA14_05050,3,11,2002147
19h,PA14_05050,4,11,2026711
19h,PA14_05050,3,11,2069605
19h,PA14_05050,4,11,2015364
39h,PA14_05050,3,11,3503048
39h,PA14_05050,4,11,3402834
39h,PA14_05050,3,11,3530692
39h,PA14_05050,4,11,3554334
39h,PA14_05050,3,11,3528404
39h,PA14_05050,4,11,3543689
39h,PA14_05050,3,11,3604512
39h,PA14_05050,4,11,3554833
44h,PA14_05050,3,11,3967344
44h,PA14_05050,4,11,3906440
44h,PA14_05050,3,11,3993009
44h,PA14_05050,4,11,3947429
44h,PA14_05050,3,11,4012078
44h,PA14_05050,4,11,4021949
44h,PA14_05050,3,11,4106531
44h,PA14_05050,4,11,4038175
69h,PA14_05050,3,11,5796901
69h,PA14_05050,4,11,5710420
69h,PA14_05050,3,11,6240117
69h,PA14_05050,4,11,6237853
69h,PA14_05050,3,11,5850742
69h,PA14_05050,4,11,5671246
69h,PA14_05050,3,11,5780212
69h,PA14_05050,4,11,5624814
89h,PA14_05050,3,11,7034767
89h,PA14_05050,4,11,6803038
89h,PA14_05050,3,11,7436536
89h,PA14_05050,4,11,7618062
89h,PA14_05050,3,11,6968050
89h,PA14_05050,4,11,6692589
89h,PA14_05050,3,11,6881323
89h,PA14_05050,4,11,6654949
13h,PA14_50250,3,13,1501773
13h,PA14_50250,4,13,1510999
13h,PA14_50250,3,13,1448216
13h,PA14_50250,4,13,1420825
13h,PA14_50250,3,13,1411351
13h,PA14_50250,4,13,1436033
13h,PA14_50250,3,13,1464775
13h,PA14_50250,4,13,1440819
19h,PA14_50250,3,13,1734833
19h,PA14_50250,4,13,1786297
19h,PA14_50250,3,13,1738395
19h,PA14_50250,4,13,1755115
19h,PA14_50250,3,13,1670033
19h,PA14_50250,4,13,1716471
19h,PA14_50250,3,13,1690019
19h,PA14_50250,4,13,1737838
39h,PA14_50250,3,13,3082792
39h,PA14_50250,4,13,3152510
39h,PA14_50250,3,13,3130807
39h,PA14_50250,4,13,3233610
39h,PA14_50250,3,13,2912790
39h,PA14_50250,4,13,3090572
39h,PA14_50250,3,13,3028702
39h,PA14_50250,4,13,3029222
44h,PA14_50250,3,13,3455828
44h,PA14_50250,4,13,3473705
44h,PA14_50250,3,13,3605156
44h,PA14_50250,4,13,3688373
44h,PA14_50250,3,13,3245103
44h,PA14_50250,4,13,3413730
44h,PA14_50250,3,13,3363934
44h,PA14_50250,4,13,3379824
69h,PA14_50250,3,13,4699958
69h,PA14_50250,4,13,5051631
69h,PA14_50250,3,13,5471152
69h,PA14_50250,4,13,5715726
69h,PA14_50250,3,13,4629504
69h,PA14_50250,4,13,4905124
69h,PA14_50250,3,13,4726301
69h,PA14_50250,4,13,4850581
89h,PA14_50250,3,13,5428445
89h,PA14_50250,4,13,5979695
89h,PA14_50250,3,13,6648050
89h,PA14_50250,4,13,7003854
89h,PA14_50250,3,13,5307678
89h,PA14_50250,4,13,5648694
89h,PA14_50250,3,13,5344475
89h,PA14_50250,4,13,5495601
13h,PA14_68680,3,15,704527
13h,PA14_68680,4,15,904944
13h,PA14_68680,13,24,176229
13h,PA14_68680,6,9,513444
13h,PA14_68680,3,15,1337383
13h,PA14_68680,4,15,1324180
13h,PA14_68680,13,24,387880
13h,PA14_68680,6,9,359023
13h,PA14_68680,3,15,1631120
13h,PA14_68680,4,15,1664818
13h,PA14_68680,13,24,227186
13h,PA14_68680,6,9,1558231
13h,PA14_68680,3,15,1723317
13h,PA14_68680,4,15,1689957
13h,PA14_68680,13,24,205355
13h,PA14_68680,6,9,1549988
19h,PA14_68680,3,15,2049838
19h,PA14_68680,4,15,1987066
19h,PA14_68680,13,24,1369625
19h,PA14_68680,6,9,1932689
19h,PA14_68680,3,15,2136821
19h,PA14_68680,4,15,2052006
19h,PA14_68680,13,24,436685
19h,PA14_68680,6,9,1979321
19h,PA14_68680,3,15,2044669
19h,PA14_68680,4,15,2009079
19h,PA14_68680,13,24,1487877
19h,PA14_68680,6,9,2020518
19h,PA14_68680,3,15,2118644
19h,PA14_68680,4,15,1985377
19h,PA14_68680,13,24,902505
19h,PA14_68680,6,9,1913913
39h,PA14_68680,3,15,3367928
39h,PA14_68680,4,15,3271671
39h,PA14_68680,13,24,3154191
39h,PA14_68680,6,9,3395460
39h,PA14_68680,3,15,3489344
39h,PA14_68680,4,15,3449253
39h,PA14_68680,13,24,3135436
39h,PA14_68680,6,9,3543440
39h,PA14_68680,3,15,3460802
39h,PA14_68680,4,15,3405175
39h,PA14_68680,13,24,3907350
39h,PA14_68680,6,9,3502895
39h,PA14_68680,3,15,3534129
39h,PA14_68680,4,15,3411821
39h,PA14_68680,13,24,3339702
39h,PA14_68680,6,9,3365264
44h,PA14_68680,3,15,3839450
44h,PA14_68680,4,15,3783326
44h,PA14_68680,13,24,4425356
44h,PA14_68680,6,9,3800007
44h,PA14_68680,3,15,4028645
44h,PA14_68680,4,15,3826586
44h,PA14_68680,13,24,3696975
44h,PA14_68680,6,9,3995680
44h,PA14_68680,3,15,3937388
44h,PA14_68680,4,15,3838139
44h,PA14_68680,13,24,4546124
44h,PA14_68680,6,9,3956511
44h,PA14_68680,3,15,4019119
44h,PA14_68680,4,15,3875102
44h,PA14_68680,13,24,3961133
44h,PA14_68680,6,9,3812534
69h,PA14_68680,3,15,5497790
69h,PA14_68680,4,15,5276995
69h,PA14_68680,13,24,7040218
69h,PA14_68680,6,9,5194701
69h,PA14_68680,3,15,6079779
69h,PA14_68680,4,15,5926146
69h,PA14_68680,13,24,5521414
69h,PA14_68680,6,9,5874176
69h,PA14_68680,3,15,5647729
69h,PA14_68680,4,15,5278909
69h,PA14_68680,13,24,7497546
69h,PA14_68680,6,9,5289419
69h,PA14_68680,3,15,5618796
69h,PA14_68680,4,15,5305191
69h,PA14_68680,13,24,6545834
69h,PA14_68680,6,9,5065231
89h,PA14_68680,3,15,6832147
89h,PA14_68680,4,15,6397476
89h,PA14_68680,13,24,8687485
89h,PA14_68680,6,9,6341463
89h,PA14_68680,3,15,7383213
89h,PA14_68680,4,15,7148246
89h,PA14_68680,13,24,7619498
89h,PA14_68680,6,9,7110106
89h,PA14_68680,3,15,6872542
89h,PA14_68680,4,15,6393437
89h,PA14_68680,13,24,8889029
89h,PA14_68680,6,9,6277017
89h,PA14_68680,3,15,6708533
89h,PA14_68680,4,15,6305281
89h,PA14_68680,13,24,8109270
89h,PA14_68680,6,9,5971699
13h,PA14_50140,3,17,1492965
13h,PA14_50140,4,17,1450407
13h,PA14_50140,5,9,663687
13h,PA14_50140,14,6,1417994
13h,PA14_50140,3,17,1228189
13h,PA14_50140,4,17,1218581
13h,PA14_50140,5,9,531107
13h,PA14_50140,14,6,1288466
13h,PA14_50140,3,17,1514244
13h,PA14_50140,4,17,1496797
13h,PA14_50140,5,9,1377154
13h,PA14_50140,14,6,1420447
13h,PA14_50140,3,17,1468769
13h,PA14_50140,4,17,1477160
13h,PA14_50140,5,9,1489783
13h,PA14_50140,14,6,1486834
19h,PA14_50140,3,17,1765254
19h,PA14_50140,4,17,1744099
19h,PA14_50140,5,9,1939644
19h,PA14_50140,14,6,1944519
19h,PA14_50140,3,17,1640182
19h,PA14_50140,4,17,1662574
19h,PA14_50140,5,9,1907873
19h,PA14_50140,14,6,1809172
19h,PA14_50140,3,17,1812850
19h,PA14_50140,4,17,1804030
19h,PA14_50140,5,9,2016371
19h,PA14_50140,14,6,1917874
19h,PA14_50140,3,17,1773130
19h,PA14_50140,4,17,1803460
19h,PA14_50140,5,9,1971278
19h,PA14_50140,14,6,2003354
39h,PA14_50140,3,17,3076955
39h,PA14_50140,4,17,3025449
39h,PA14_50140,5,9,3382080
39h,PA14_50140,14,6,4095080
39h,PA14_50140,3,17,3352752
39h,PA14_50140,4,17,3533621
39h,PA14_50140,5,9,3381024
39h,PA14_50140,14,6,4556741
39h,PA14_50140,3,17,3249804
39h,PA14_50140,4,17,3280181
39h,PA14_50140,5,9,3517127
39h,PA14_50140,14,6,4140125
39h,PA14_50140,3,17,3192852
39h,PA14_50140,4,17,3153489
39h,PA14_50140,5,9,3451165
39h,PA14_50140,14,6,4237969
44h,PA14_50140,3,17,3604120
44h,PA14_50140,4,17,3535008
44h,PA14_50140,5,9,3841766
44h,PA14_50140,14,6,4672134
44h,PA14_50140,3,17,4087605
44h,PA14_50140,4,17,4244492
44h,PA14_50140,5,9,3848938
44h,PA14_50140,14,6,5360284
44h,PA14_50140,3,17,3762759
44h,PA14_50140,4,17,3753412
44h,PA14_50140,5,9,3937421
44h,PA14_50140,14,6,4675730
44h,PA14_50140,3,17,3719605
44h,PA14_50140,4,17,3665966
44h,PA14_50140,5,9,3857467
44h,PA14_50140,14,6,4783977
69h,PA14_50140,3,17,4760167
69h,PA14_50140,4,17,4600644
69h,PA14_50140,5,9,5205998
69h,PA14_50140,14,6,6348985
69h,PA14_50140,3,17,5845523
69h,PA14_50140,4,17,5852356
69h,PA14_50140,5,9,5667860
69h,PA14_50140,14,6,7872875
69h,PA14_50140,3,17,4855089
69h,PA14_50140,4,17,4870946
69h,PA14_50140,5,9,5403316
69h,PA14_50140,14,6,6461197
69h,PA14_50140,3,17,4685926
69h,PA14_50140,4,17,4651376
69h,PA14_50140,5,9,5281356
69h,PA14_50140,14,6,6584754
89h,PA14_50140,3,17,5587048
89h,PA14_50140,4,17,5401725
89h,PA14_50140,5,9,6420891
89h,PA14_50140,14,6,7423938
89h,PA14_50140,3,17,6985865
89h,PA14_50140,4,17,6904668
89h,PA14_50140,5,9,6913828
89h,PA14_50140,14,6,9125231
89h,PA14_50140,3,17,5646360
89h,PA14_50140,4,17,5602326
89h,PA14_50140,5,9,6078855
89h,PA14_50140,14,6,7314135
89h,PA14_50140,3,17,5325354
89h,PA14_50140,4,17,5350485
89h,PA14_50140,5,9,5969311
89h,PA14_50140,14,6,7074223
13h,PA14_31850,3,19,827295
13h,PA14_31850,4,19,820938
13h,PA14_31850,11,23,1657486
13h,PA14_31850,2,22,1767669
13h,PA14_31850,2,13,753638
13h,PA14_31850,3,19,682095
13h,PA14_31850,4,19,1312186
13h,PA14_31850,11,23,1540901
13h,PA14_31850,2,22,1508555
13h,PA14_31850,2,13,1267576
13h,PA14_31850,3,19,710282
13h,PA14_31850,4,19,763447
13h,PA14_31850,11,23,1689710
13h,PA14_31850,2,22,1853924
13h,PA14_31850,2,13,1489417
13h,PA14_31850,3,19,1552601
13h,PA14_31850,4,19,1540164
13h,PA14_31850,11,23,1589410
13h,PA14_31850,2,22,1713243
13h,PA14_31850,2,13,1696735
19h,PA14_31850,3,19,1990352
19h,PA14_31850,4,19,1976259
19h,PA14_31850,11,23,2021146
19h,PA14_31850,2,22,2072317
19h,PA14_31850,2,13,2121342
19h,PA14_31850,3,19,2163671
19h,PA14_31850,4,19,2003263
19h,PA14_31850,11,23,2023789
19h,PA14_31850,2,22,2200447
19h,PA14_31850,2,13,2186742
19h,PA14_31850,3,19,2036870
19h,PA14_31850,4,19,2011225
19h,PA14_31850,11,23,2004218
19h,PA14_31850,2,22,2158962
19h,PA14_31850,2,13,2222319
19h,PA14_31850,3,19,2084559
19h,PA14_31850,4,19,1975392
19h,PA14_31850,11,23,1976463
19h,PA14_31850,2,22,2138718
19h,PA14_31850,2,13,2149560
39h,PA14_31850,3,19,3508775
39h,PA14_31850,4,19,3377586
39h,PA14_31850,11,23,3466564
39h,PA14_31850,2,22,3591375
39h,PA14_31850,2,13,3594982
39h,PA14_31850,3,19,3600999
39h,PA14_31850,4,19,3513122
39h,PA14_31850,11,23,3575550
39h,PA14_31850,2,22,3774750
39h,PA14_31850,2,13,3705244
39h,PA14_31850,3,19,3582500
39h,PA14_31850,4,19,3531629
39h,PA14_31850,11,23,3486085
39h,PA14_31850,2,22,3740480
39h,PA14_31850,2,13,3818457
39h,PA14_31850,3,19,3584992
39h,PA14_31850,4,19,3474270
39h,PA14_31850,11,23,3472939
39h,PA14_31850,2,22,3684299
39h,PA14_31850,2,13,3731113
44h,PA14_31850,3,19,4009354
44h,PA14_31850,4,19,3871857
44h,PA14_31850,11,23,3935338
44h,PA14_31850,2,22,4546356
44h,PA14_31850,2,13,4052468
44h,PA14_31850,3,19,4116644
44h,PA14_31850,4,19,3942468
44h,PA14_31850,11,23,3916912
44h,PA14_31850,2,22,5034454
44h,PA14_31850,2,13,4206425
44h,PA14_31850,3,19,4011869
44h,PA14_31850,4,19,3970348
44h,PA14_31850,11,23,4091110
44h,PA14_31850,2,22,4215610
44h,PA14_31850,2,13,4327339
44h,PA14_31850,3,19,4039216
44h,PA14_31850,4,19,3972319
44h,PA14_31850,11,23,3847517
44h,PA14_31850,2,22,5031347
44h,PA14_31850,2,13,4232690
69h,PA14_31850,3,19,6002014
69h,PA14_31850,4,19,5682336
69h,PA14_31850,11,23,6839523
69h,PA14_31850,2,22,7658297
69h,PA14_31850,2,13,6475407
69h,PA14_31850,3,19,6454256
69h,PA14_31850,4,19,6149122
69h,PA14_31850,11,23,7317380
69h,PA14_31850,2,22,8195413
69h,PA14_31850,2,13,6801439
69h,PA14_31850,3,19,5868870
69h,PA14_31850,4,19,5688941
69h,PA14_31850,11,23,6929970
69h,PA14_31850,2,22,7786675
69h,PA14_31850,2,13,6575248
69h,PA14_31850,3,19,5970785
69h,PA14_31850,4,19,5626759
69h,PA14_31850,11,23,6568225
69h,PA14_31850,2,22,7593758
69h,PA14_31850,2,13,6522273
89h,PA14_31850,3,19,7152196
89h,PA14_31850,4,19,6758879
89h,PA14_31850,11,23,8200991
89h,PA14_31850,2,22,9095390
89h,PA14_31850,2,13,7948732
89h,PA14_31850,3,19,7761034
89h,PA14_31850,4,19,7274170
89h,PA14_31850,11,23,8676059
89h,PA14_31850,2,22,9882535
89h,PA14_31850,2,13,8205181
89h,PA14_31850,3,19,7021670
89h,PA14_31850,4,19,6736312
89h,PA14_31850,11,23,8220799
89h,PA14_31850,2,22,9045802
89h,PA14_31850,2,13,7947960
89h,PA14_31850,3,19,6882426
89h,PA14_31850,4,19,6568239
89h,PA14_31850,11,23,7345614
89h,PA14_31850,2,22,8299520
89h,PA14_31850,2,13,7880701
13h,PA14_72140,3,23,1713379
13h,PA14_72140,4,23,1703794
13h,PA14_72140,3,23,1725813
13h,PA14_72140,4,23,1145382
13h,PA14_72140,3,23,1927312
13h,PA14_72140,4,23,1876609
13h,PA14_72140,3,23,1680504
13h,PA14_72140,4,23,1589599
19h,PA14_72140,3,23,2136881
19h,PA14_72140,4,23,2152074
19h,PA14_72140,3,23,2348673
19h,PA14_72140,4,23,2165755
19h,PA14_72140,3,23,2328310
19h,PA14_72140,4,23,2194622
19h,PA14_72140,3,23,2136833
19h,PA14_72140,4,23,2111744
39h,PA14_72140,3,23,3659579
39h,PA14_72140,4,23,3578226
39h,PA14_72140,3,23,3805820
39h,PA14_72140,4,23,3634873
39h,PA14_72140,3,23,3886281
39h,PA14_72140,4,23,3710468
39h,PA14_72140,3,23,3533340
39h,PA14_72140,4,23,3522569
44h,PA14_72140,3,23,4139500
44h,PA14_72140,4,23,4098528
44h,PA14_72140,3,23,4287153
44h,PA14_72140,4,23,4230709
44h,PA14_72140,3,23,4248615
44h,PA14_72140,4,23,4092094
44h,PA14_72140,3,23,3925411
44h,PA14_72140,4,23,3896563
69h,PA14_72140,3,23,7107354
69h,PA14_72140,4,23,6794525
69h,PA14_72140,3,23,7350580
69h,PA14_72140,4,23,6855563
69h,PA14_72140,3,23,7093560
69h,PA14_72140,4,23,6474963
69h,PA14_72140,3,23,6768285
69h,PA14_72140,4,23,6447921
89h,PA14_72140,3,23,8561268
89h,PA14_72140,4,23,8061679
89h,PA14_72140,3,23,8854333
89h,PA14_72140,4,23,8237785
89h,PA14_72140,3,23,8312051
89h,PA14_72140,4,23,7660843
89h,PA14_72140,3,23,7553569
89h,PA14_72140,4,23,7581753
13h,PA14_63970,5,1,778266
13h,PA14_63970,6,1,812270
13h,PA14_63970,11,12,1515855
13h,PA14_63970,5,1,354095
13h,PA14_63970,6,1,530089
13h,PA14_63970,11,12,269094
13h,PA14_63970,5,1,570142
13h,PA14_63970,6,1,1090139
13h,PA14_63970,11,12,1550755
13h,PA14_63970,5,1,1163392
13h,PA14_63970,6,1,1627826
13h,PA14_63970,11,12,1448285
19h,PA14_63970,5,1,2118540
19h,PA14_63970,6,1,2082945
19h,PA14_63970,11,12,1886187
19h,PA14_63970,5,1,2198546
19h,PA14_63970,6,1,2187390
19h,PA14_63970,11,12,2051500
19h,PA14_63970,5,1,2126773
19h,PA14_63970,6,1,2173541
19h,PA14_63970,11,12,1924849
19h,PA14_63970,5,1,2270901
19h,PA14_63970,6,1,2324082
19h,PA14_63970,11,12,1851803
39h,PA14_63970,5,1,4195672
39h,PA14_63970,6,1,4094689
39h,PA14_63970,11,12,3264165
39h,PA14_63970,5,1,4375952
39h,PA14_63970,6,1,4460596
39h,PA14_63970,11,12,3426216
39h,PA14_63970,5,1,3976167
39h,PA14_63970,6,1,3887008
39h,PA14_63970,11,12,3331356
39h,PA14_63970,5,1,4126611
39h,PA14_63970,6,1,4093749
39h,PA14_63970,11,12,3208168
44h,PA14_63970,5,1,5035715
44h,PA14_63970,6,1,4783184
44h,PA14_63970,11,12,3682016
44h,PA14_63970,5,1,4778803
44h,PA14_63970,6,1,4469168
44h,PA14_63970,11,12,3875937
44h,PA14_63970,5,1,4762039
44h,PA14_63970,6,1,4401228
44h,PA14_63970,11,12,3740147
44h,PA14_63970,5,1,4491733
44h,PA14_63970,6,1,4621994
